,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Hsal|LOC105181872,673.180895866,0.305221592368,0.0987889287974,-3.08963358631,0.00200403561929,0.173239770035
Hsal|LOC105191877,1632.93752982,0.266054506291,0.0863272930936,-3.08192805261,0.00205664540329,0.176185956215
Hsal|LOC105185752,854.351326891,-0.41497813901,0.134957783937,3.07487368942,0.00210591720083,0.178796130917
Hsal|LOC105185622,172.640656713,-0.291579377872,0.0949548557148,3.07071582256,0.00213546290533,0.179131306022
Hsal|LOC105192427,130.550899458,0.371065642415,0.120906439359,-3.06903126403,0.00214754115958,0.179131306022
Hsal|LOC105188804,1043.3632344,0.325571698063,0.106295543118,-3.06289133591,0.00219209644597,0.18125778352
Hsal|LOC105180578,747.951295774,0.253193453648,0.0829272471431,-3.05319979103,0.00226415140305,0.18560185941
Hsal|LOC105185299,416.300692708,0.347964535074,0.114444681658,-3.04046050924,0.00236216666775,0.190751137096
Hsal|LOC105187540,469.813709259,-0.50810184003,0.167147901842,3.0398337905,0.00236708740954,0.190751137096
Hsal|LOC105190192,2374.11523659,0.199407294963,0.0656614514079,-3.03690050535,0.00239024337472,0.190998523111
Hsal|LOC105183781,256.963489711,-0.89350562425,0.29481427584,3.03074069837,0.00243954655641,0.193313735041
Hsal|LOC105183827,80.9572648887,-0.756670141419,0.250445314652,3.02129885109,0.00251692807958,0.196175976301
Hsal|LOC105188973,18.2365340678,-1.09187357731,0.361196316579,3.0229366336,0.00250334655738,0.196175976301
Hsal|LOC105188024,50.6343130817,0.625724998097,0.207672634815,-3.01303538934,0.00258648753525,0.199958617664
Hsal|LOC105189875,360.994701364,0.433292852057,0.144155963072,-3.00572271049,0.00264950490597,0.203178565733
Hsal|LOC105191155,34.8631650901,0.645065313665,0.2158868526,-2.98797868372,0.00280829140296,0.213632343606
Hsal|LOC105192312,140.180575859,-0.28887468091,0.0968848241767,2.98162982041,0.00286718455322,0.216381412036
Hsal|LOC105183013,144.279178043,0.380756780241,0.12848678553,-2.96339252841,0.00304268291012,0.224285827848
Hsal|LOC105184966,325.420425593,0.313092174951,0.105611605024,-2.96456222665,0.00303113933262,0.224285827848
Hsal|LOC105186761,1530.92569111,0.231394978775,0.0779811389607,-2.96731981424,0.00300408304121,0.224285827848
Hsal|LOC105186444,31.2114870506,-0.678701851185,0.229384697701,2.95879305807,0.00308846425374,0.225909281452
Hsal|LOC105186167,57.2298259103,-1.07649922959,0.364601012638,2.95254042713,0.00315170797831,0.228775505082
Hsal|LOC105181493,69.4095416374,0.489356336862,0.166521223207,-2.93870251153,0.00329589260184,0.237429111749
Hsal|LOC105181378,57.33964972,0.582526735566,0.19875930054,-2.93081498064,0.00338074068116,0.238129356571
Hsal|LOC105184985,146.182234296,0.485608765148,0.165504877525,-2.93410546209,0.00334510527242,0.238129356571
Hsal|LOC105185572,473.624348046,0.354604881539,0.1208995938,-2.93305271253,0.00335646900033,0.238129356571
Hsal|LOC105190024,89.5533070467,-0.770364730019,0.263292708211,2.92588706787,0.00343475597664,0.240155107219
Hsal|LOC105184194,1349.83293456,-0.42585565723,0.145679996278,2.92322671684,0.00346424174518,0.240448720839
Hsal|LOC105183092,217.841441292,-0.794755658321,0.272593684863,2.9155321728,0.00355082494721,0.244672423355
Hsal|LOC105184411,1698.30720863,-0.556650012077,0.191997502155,2.8992565311,0.00374048719399,0.251279948723
Hsal|LOC105188610,11395.135153,0.424044157801,0.146421235022,-2.89605642063,0.00377884453332,0.251279948723
Hsal|LOC105189255,56.287257402,0.356692493028,0.12309033526,-2.89781071986,0.00375777301481,0.251279948723
Hsal|LOC105190236,144.831823171,0.528203005598,0.181834117318,-2.90486193344,0.00367415133668,0.251279948723
Hsal|LOC105192153,97.7297953073,0.525806738518,0.181424188561,-2.89821739145,0.00375290360898,0.251279948723
Hsal|LOC105181157,3448.33249579,0.216464251122,0.075719174469,-2.85877722044,0.00425277335358,0.262141517073
Hsal|LOC105181608,186.698608283,-0.414871089483,0.144878796512,2.86357354887,0.00418891552151,0.262141517073
Hsal|LOC105184340,110.456169767,0.328720625576,0.115211198303,-2.85320030013,0.00432813315601,0.262141517073
Hsal|LOC105184486,28.1488410001,0.786854432872,0.274629682641,-2.86514707844,0.00416815598155,0.262141517073
Hsal|LOC105184769,4468.43495924,0.398148399595,0.1388309745,-2.86786432948,0.00413252700006,0.262141517073
Hsal|LOC105185971,33.4572114936,-0.633047097285,0.219981739266,2.87772566668,0.0040055330381,0.262141517073
Hsal|LOC105186718,447.483061465,-0.401480153884,0.139574415092,2.87645951172,0.00402163785224,0.262141517073
Hsal|LOC105188006,404.098868398,-0.266375214151,0.0929192933754,2.86673740699,0.00414726969392,0.262141517073
Hsal|LOC105189232,343.379206398,0.353813346106,0.123962398769,-2.85419893144,0.00431455049787,0.262141517073
Hsal|LOC105189497,497.440517096,-0.891341242998,0.310369155296,2.87187443658,0.00408045061487,0.262141517073
Hsal|LOC105190662,390.98759969,0.223171613513,0.0780798953084,-2.85824683334,0.00425988881681,0.262141517073
Hsal|LOC105191650,435.728072629,-0.563995341483,0.197294846907,2.85864202905,0.0042545860034,0.262141517073
Hsal|LOC105191801,19.2677570625,-0.942319229204,0.328280249609,2.87047189201,0.00409859633974,0.262141517073
Hsal|LOC105191835,16.8910577557,-0.657591537927,0.230433540507,2.8537145091,0.00432113442485,0.262141517073
Hsal|LOC105183830,450.925187292,-0.413028247921,0.144918165659,2.85007918809,0.00437083455017,0.263052314795
Hsal|LOC105190215,132.432776532,0.304174212391,0.106979557185,-2.84329287196,0.00446500205195,0.267029588126
Hsal|LOC105190183,99.5479853517,0.412247180428,0.145119111843,-2.8407504373,0.00450075184359,0.267485308005
Hsal|LOC105180590,204.000742072,-0.317713009793,0.111987849346,2.83703108551,0.00455351784233,0.268940379893
Hsal|LOC105185500,23.3743509086,0.583197831053,0.205911614394,-2.83227263682,0.00462184222433,0.269626366326
Hsal|LOC105192702,29.3689853895,-0.678059285473,0.239324795701,2.8332178598,0.00460819676327,0.269626366326
Hsal|LOC105181706,13.161563142,-0.956807635586,0.339647438332,2.81706124529,0.00484652828311,0.280356296855
Hsal|LOC105188490,1264.23089034,0.279792595085,0.0993824881436,-2.81531082901,0.0048730076692,0.280356296855
Hsal|LOC105190744,42.8528226288,-0.532730502874,0.189320058589,2.81391473701,0.00489422076748,0.280356296855
Hsal|LOC105181891,1383.23170981,-0.413463578199,0.147145566754,2.8098949042,0.00495576797777,0.28218202216
Hsal|LOC105181268,550.966338141,-0.720515080889,0.257219495704,2.80116823539,0.00509179665863,0.284766483505
Hsal|LOC105181290,30.2913981957,-0.663419174376,0.236581551603,2.80418811138,0.00504434650194,0.284766483505
Hsal|LOC105181671,829.357776354,0.302493474093,0.108204605974,-2.7955692955,0.0051808393781,0.284766483505
Hsal|LOC105183565,76.3795754538,0.442805610144,0.158356638902,-2.79625542203,0.00516985243169,0.284766483505
Hsal|LOC105187908,2107.86192135,0.208954794705,0.0747081322503,-2.79694845007,0.00515877634933,0.284766483505
Hsal|LOC105188570,43.2087179533,0.451348667067,0.16121249584,-2.79971266938,0.00511481119425,0.284766483505
Hsal|LOC105186054,16.2936284843,-0.896202260663,0.322405553084,2.77973580818,0.00544031387654,0.293959738053
Hsal|LOC105190690,41.9863497971,-0.768187802304,0.276253241816,2.7807376929,0.00542355397946,0.293959738053
Hsal|LOC105192640,12.5105870962,-0.797768958361,0.286997745891,2.77970461365,0.00544083645992,0.293959738053
Hsal|LOC105191478,2429.93866257,0.187123349402,0.0674791966396,-2.77305241794,0.0055533174742,0.298341784532
Hsal|LOC105183347,438.046913905,0.186821620928,0.0674699293552,-2.76896126488,0.00562353205409,0.30041666462
Hsal|LOC105185172,1787.24459156,-0.401866200013,0.145337062639,2.76506345123,0.00569117244058,0.302331613058
Hsal|LOC105185456,4843.14887108,0.396605482848,0.143767186955,-2.7586648334,0.00580380270592,0.306041292932
Hsal|LOC105187463,52.9814957441,0.569107675521,0.206395897964,-2.75735942979,0.00582702612486,0.306041292932
Hsal|LOC105190463,1326.67295322,0.211579721839,0.0768096798166,-2.75459710734,0.00587644486498,0.306041292932
Hsal|LOC105191657,132.009738279,0.476829162306,0.173149545897,-2.75385742328,0.00588974199248,0.306041292932
Hsal|LOC105191065,370.826260177,-0.823156276791,0.29940298902,2.74932551437,0.00597180480725,0.308618977783
Hsal|LOC105190601,425.942326401,0.184681071736,0.0672221087361,-2.7473263664,0.00600833131934,0.308828229814
Hsal|LOC105182415,31.8033104176,0.524658054108,0.19142957452,-2.74073666738,0.00613016159995,0.313396272333
Hsal|LOC105183754,421.470691482,0.399180449802,0.145741312616,-2.73896565521,0.0061632811522,0.313404494526
Hsal|LOC105180654,192.667798548,0.277599504448,0.101568793046,-2.73311807814,0.00627378363833,0.317326641579
Hsal|LOC105181171,1450.52898554,0.234449212185,0.0859217442238,-2.72863655531,0.00635967530188,0.318285012872
Hsal|LOC105185025,1005.17327002,0.186808167223,0.0684311449887,-2.72987054731,0.00633591998671,0.318285012872
Hsal|LOC105180609,174.487680997,0.426263425994,0.156337257784,-2.7265632776,0.0063997680397,0.318614629788
Hsal|LOC105190752,279.959339604,-0.434083807845,0.159318132003,2.72463530917,0.00643725473185,0.318811746069
Hsal|LOC105189314,25.4475214804,0.579189401039,0.213315578268,-2.71517629299,0.00662404984677,0.326363160585
Hsal|LOC105182580,578.203791059,0.286792606338,0.106128319872,-2.70231929314,0.00688576027835,0.329376430535
Hsal|LOC105186959,17.4932120799,-1.00671293596,0.372585067027,2.70196802034,0.00689303919198,0.329376430535
Hsal|LOC105187443,639.937075495,-0.253132277028,0.093580724349,2.7049617193,0.00683122611997,0.329376430535
Hsal|LOC105187499,1094.30314924,0.324300305769,0.119766696145,-2.70776698537,0.00677375627437,0.329376430535
Hsal|LOC105191006,999.554214246,-0.315601116137,0.116501357919,2.70899088024,0.00674881948009,0.329376430535
Hsal|LOC105192665,30206.2922619,0.51514380353,0.190445817056,-2.70493629891,0.00683174888971,0.329376430535
Hsal|LOC105189311,84.1462375475,0.406675280269,0.150962538521,-2.69388209985,0.00706251421428,0.332865445194
Hsal|LOC105190877,1007.35403569,0.239187197246,0.0888023429714,-2.69347845161,0.00707107160892,0.332865445194
Hsal|LOC105192595,315.227467561,0.252041130952,0.0935512326893,-2.69415082738,0.00705682231336,0.332865445194
Hsal|LOC105185277,822.474790743,0.175399489516,0.0652079652082,-2.68984761226,0.00714846537723,0.334851021045
Hsal|LOC105184482,4209.22311832,0.36772292577,0.137079609019,-2.68255015024,0.00730631962468,0.338906308835
Hsal|LOC105191864,1117.72778321,0.228891024732,0.0852945960739,-2.68353489281,0.00728483729838,0.338906308835
Hsal|LOC105188054,16107.4991915,0.179778264784,0.0671669750645,-2.67658718606,0.00743762118459,0.343322038079
Hsal|LOC105181737,337.406335564,-0.74017639303,0.277138921555,2.67077748905,0.0075675793211,0.34596207579
Hsal|LOC105183904,395.630167897,0.181846179292,0.0680745058999,-2.67128166246,0.00755622123984,0.34596207579
Hsal|LOC105182497,880.669010698,0.245111298339,0.0918898646818,-2.66744650445,0.00764300556446,0.346331978399
